City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,puerto leguizamo,-0.1934,-74.7819,21.77,98,100,1.16,CO,1676081253
1,hobart,-42.8794,147.3294,22.37,67,75,4.63,AU,1676080779
2,rikitea,-23.1203,-134.9692,26.53,75,100,7.85,PF,1676081254
3,hofn,64.2539,-15.2082,2.82,81,100,1.15,IS,1676081255
4,mahebourg,-20.4081,57.7,26.25,74,7,4.28,MU,1676081256
5,calama,-22.4667,-68.9333,17.27,42,0,4.12,CL,1676081048
6,cape town,-33.9258,18.4232,21.82,68,0,0.89,ZA,1676081133
7,east london,-33.0153,27.9116,21.73,81,87,3.57,ZA,1676081257
8,paamiut,61.994,-49.6678,-17.53,88,75,3.88,GL,1676081257
9,lufilufi,-13.8745,-171.5986,31.88,78,74,6.38,WS,1676081258
10,jumla,29.2747,82.1838,3.59,46,0,1.81,NP,1676080984
11,barrow,71.2906,-156.7887,-23.99,77,100,9.77,US,1676081258
12,busselton,-33.65,115.3333,21.46,42,0,3.68,AU,1676081048
13,poum,-20.2333,164.0167,27.65,75,89,9.25,NC,1676081260
14,port alfred,-33.5906,26.891,21.21,93,100,0.45,ZA,1676081260
15,nemuro,43.3236,145.575,-2.02,86,100,5.63,JP,1676081261
16,benjamin aceval,-24.9667,-57.5667,25.08,81,10,2.9,PY,1676081261
17,hermanus,-34.4187,19.2345,19.89,80,0,4.56,ZA,1676081262
18,constitucion,-35.3333,-72.4167,15.03,73,0,6.96,CL,1676081263
19,georgetown,5.4112,100.3354,28.96,74,20,2.06,MY,1676081263
20,avarua,-21.2078,-159.775,28.03,78,20,4.63,CK,1676081264
21,klaksvik,62.2266,-6.589,8.51,83,100,10.62,FO,1676081264
22,castro,-24.7911,-50.0119,16.96,97,99,2.2,BR,1676081265
23,borazjan,29.2666,51.2159,10.06,53,1,0.16,IR,1676081265
24,albany,42.6001,-73.9662,5.2,72,41,5.38,US,1676081176
25,grand forks,47.9417,-97.4337,-4.04,80,0,6.17,US,1676081266
26,ushuaia,-54.8,-68.3,5.99,92,19,3.14,AR,1676081267
27,vaini,-21.2,-175.2,24.09,100,100,5.14,TO,1676081267
28,burley,42.5357,-113.7928,-0.95,70,0,7.2,US,1676081268
29,upernavik,72.7868,-56.1549,-26.78,93,100,2.34,GL,1676081269
30,padang,-0.9492,100.3543,26.03,72,36,2.04,ID,1676081269
31,bilibino,68.0546,166.4372,-38.81,97,98,0.34,RU,1676081270
32,hualmay,-11.0964,-77.6139,22.82,84,100,3.2,PE,1676081270
33,kaitangata,-46.2817,169.8464,17.24,63,56,5.14,NZ,1676080973
34,viedma,-40.8135,-62.9967,23.3,55,0,6.16,AR,1676081271
35,new norfolk,-42.7826,147.0587,22.62,43,13,1.36,AU,1676081272
36,kondopoga,62.2057,34.2614,-6.29,89,48,4.76,RU,1676081272
37,unhel,23.3333,75.5667,16.94,38,0,3.37,IN,1676081273
38,narsaq,60.9167,-46.05,-6.88,97,63,1.33,GL,1676081273
39,jining,35.405,116.5814,6.53,72,88,4.22,CN,1676081274
40,la asuncion,11.0333,-63.8628,24.3,83,2,7.1,VE,1676081274
41,pisco,-13.7,-76.2167,24.03,83,20,4.12,PE,1676081275
42,dingle,10.9995,122.6711,27.67,72,86,6.42,PH,1676081276
43,kapaa,22.0752,-159.319,26.18,67,100,9.26,US,1676081276
44,huarmey,-10.0681,-78.1522,22.45,85,99,3.02,PE,1676081277
45,yelizovo,53.1873,158.3805,-9.92,48,20,3.0,RU,1676081277
46,nome,64.5011,-165.4064,-15.96,66,0,10.29,US,1676081278
47,balkanabat,39.5108,54.3671,-0.96,58,16,1.91,TM,1676081278
48,thompson,55.7435,-97.8558,-8.5,97,100,2.51,CA,1676081279
49,salalah,17.0151,54.0924,24.05,27,0,5.66,OM,1676081279
50,bluff,-46.6,168.3333,20.45,65,44,6.24,NZ,1676081280
51,hithadhoo,-0.6,73.0833,27.41,66,28,4.55,MV,1676081280
52,lompoc,34.6391,-120.4579,12.55,81,75,8.94,US,1676081281
53,leningradskiy,69.3833,178.4167,-29.05,96,100,5.28,RU,1676081282
54,butka,56.7179,63.7866,-6.0,96,100,3.18,RU,1676081283
55,pangnirtung,66.1451,-65.7125,-38.23,93,89,1.21,CA,1676081238
56,andapa,-14.65,49.65,18.87,98,55,0.9,MG,1676081105
57,shakawe,-18.3667,21.85,21.46,60,95,1.32,BW,1676081284
58,razdolnoye,43.55,131.9167,-1.77,85,100,1.61,RU,1676081284
59,jalu,29.0331,21.5482,11.05,66,0,3.89,LY,1676081285
60,saint george,37.1041,-113.5841,11.33,19,0,5.14,US,1676081286
61,half moon bay,37.4636,-122.4286,11.75,79,100,9.77,US,1676081085
62,kodiak,57.79,-152.4072,2.73,81,75,2.06,US,1676081287
63,beipiao,41.7919,120.7792,2.63,58,55,3.04,CN,1676081288
64,tasiilaq,65.6145,-37.6368,-6.91,97,100,0.64,GL,1676081035
65,los llanos de aridane,28.6585,-17.9182,13.86,92,75,1.03,ES,1676081289
66,saskylakh,71.9167,114.0833,-43.38,99,58,3.21,RU,1676081290
67,ust-kuyga,70.0167,135.6,-42.79,99,100,2.62,RU,1676081290
68,cabo san lucas,22.8909,-109.9124,23.17,37,20,3.6,MX,1676081259
69,beloha,-25.1667,45.05,21.63,87,26,1.7,MG,1676081291
70,portland,45.5234,-122.6762,11.33,80,46,1.79,US,1676080632
71,evensk,61.95,159.2333,-16.83,68,100,6.15,RU,1676081292
72,bredasdorp,-34.5322,20.0403,19.24,89,0,3.68,ZA,1676081293
73,taoudenni,22.6783,-3.9836,21.43,15,100,10.03,ML,1676081294
74,ancud,-41.8697,-73.8203,13.98,82,57,3.16,CL,1676081294
75,esperance,-33.8667,121.9,19.92,62,55,6.15,AU,1676081295
76,oka,45.4649,-74.0889,-0.06,85,97,0.45,CA,1676081295
77,jamestown,42.097,-79.2353,0.29,96,100,7.2,US,1676081180
78,belyy yar,53.6039,91.3903,-25.64,96,40,1.0,RU,1676081297
79,cidreira,-30.1811,-50.2056,23.67,92,2,3.27,BR,1676081297
80,henties bay,-22.116,14.2845,18.62,86,93,1.79,NA,1676081298
81,bambous virieux,-20.3428,57.7575,26.23,74,13,4.17,MU,1676081299
82,kattivakkam,13.2167,80.3167,22.05,72,100,1.6,IN,1676081300
83,butaritari,3.0707,172.7902,27.3,77,36,9.29,KI,1676081300
84,maragogi,-9.0122,-35.2225,25.72,77,86,4.05,BR,1676081301
85,alta floresta,-9.8756,-56.0861,22.93,93,89,0.57,BR,1676081302
86,victoria,22.2855,114.1577,22.2,90,98,5.81,HK,1676081208
87,dicabisagan,17.0818,122.4157,27.19,63,86,0.99,PH,1676081303
88,rocha,-34.4833,-54.3333,21.13,84,0,2.79,UY,1676081304
89,mataura,-46.1927,168.8643,20.27,36,35,0.94,NZ,1676081305
90,rovaniemi,66.5,25.7167,-12.33,92,0,1.54,FI,1676081305
91,atuona,-9.8,-139.0333,26.16,75,7,6.79,PF,1676081306
92,nikolskoye,59.7035,30.7861,-2.06,88,100,4.08,RU,1676081306
93,batagay-alyta,67.8006,130.4114,-41.42,98,64,1.18,RU,1676081307
94,arraial do cabo,-22.9661,-42.0278,24.11,93,100,7.63,BR,1676081117
95,benguela,-12.5763,13.4055,22.98,79,34,1.87,AO,1676081309
96,ginir,7.1333,40.7,14.14,33,15,1.83,ET,1676081309
97,airai,-8.9266,125.4092,20.28,79,99,2.35,TL,1676081310
98,scarborough,54.2797,-0.4044,9.76,84,100,1.79,GB,1676081165
99,saint-philippe,-21.3585,55.7679,24.77,81,14,3.73,RE,1676081311
100,hilo,19.7297,-155.09,24.41,81,100,3.6,US,1676081085
101,bengkulu,-3.8004,102.2655,26.91,71,31,3.69,ID,1676081312
102,korla,41.7597,86.1469,0.64,50,100,5.01,CN,1676081313
103,anadyr,64.75,177.4833,-31.67,67,20,5.0,RU,1676081313
104,asyut,27.181,31.1837,10.88,45,67,1.88,EG,1676081314
105,eten,-6.9081,-79.8642,24.14,78,0,6.69,PE,1676081315
106,broome,42.2506,-75.833,3.68,82,100,6.69,US,1676081315
107,marsabit,2.3284,37.9899,19.73,36,8,5.28,KE,1676081316
108,burnie,-41.0667,145.9167,23.86,51,24,3.92,AU,1676081317
109,khatanga,71.9667,102.5,-30.18,87,100,4.55,RU,1676081317
110,valley city,46.9233,-98.0032,-4.71,100,17,6.69,US,1676081103
111,punta arenas,-53.15,-70.9167,9.06,71,0,7.72,CL,1676081259
112,oussouye,12.485,-16.5469,21.2,69,4,3.08,SN,1676081318
113,starotimoshkino,53.7191,47.5312,-7.59,90,78,5.89,RU,1676081319
114,kushima,31.4583,131.2333,13.76,61,79,3.5,JP,1676081320
115,esperantina,-3.9017,-42.2336,24.19,90,100,1.43,BR,1676081320
116,bogorodskoye,56.55,37.8833,-3.69,87,100,6.68,RU,1676081321
117,faanui,-16.4833,-151.75,27.87,68,53,5.08,PF,1676081321
118,deputatskiy,69.3,139.9,-42.1,99,50,1.47,RU,1676081322
119,muros,42.7762,-9.0603,1.76,63,0,3.21,ES,1676081323
120,hasaki,35.7333,140.8333,11.27,51,0,11.92,JP,1676081323
121,beringovskiy,63.05,179.3167,-28.57,91,35,5.0,RU,1676081324
122,talnakh,69.4865,88.3972,-14.95,96,100,6.6,RU,1676081325
123,san rafael,-34.6177,-68.3301,29.18,25,48,4.96,AR,1676081325
124,brejo da madre de deus,-8.1458,-36.3711,20.09,89,59,2.71,BR,1676081138
125,severo-kurilsk,50.6789,156.125,-5.98,71,97,9.26,RU,1676081326
126,sibolga,1.7427,98.7792,26.54,72,90,0.14,ID,1676081244
127,tiksi,71.6872,128.8694,-36.57,99,99,2.32,RU,1676081327
128,nanortalik,60.1432,-45.2371,-9.28,71,100,10.28,GL,1676081327
129,pemba,-12.974,40.5178,23.88,91,100,5.45,MZ,1676081328
130,fairbanks,64.8378,-147.7164,-15.05,76,0,1.54,US,1676081219
131,arkhara,49.4212,130.0842,-12.91,91,100,0.72,RU,1676081329
132,lebu,-37.6167,-73.65,14.99,85,0,6.24,CL,1676081329
133,knysna,-34.0363,23.0471,20.19,64,0,2.79,ZA,1676081330
134,spirit river,55.7833,-118.8361,2.43,64,91,7.26,CA,1676081330
135,olinda,-8.0089,-34.8553,27.85,69,40,2.57,BR,1676080867
136,kyren,51.6828,102.1408,-15.4,83,30,0.15,RU,1676081331
137,yerbogachen,61.2767,108.0108,-27.98,98,95,2.9,RU,1676081332
138,media luna,20.1419,-77.435,25.24,73,40,2.72,CU,1676081332
139,puerto quijarro,-17.7833,-57.7667,22.79,99,100,1.24,BO,1676081333
140,carnarvon,-24.8667,113.6333,27.86,51,5,9.03,AU,1676081333
141,puerto ayora,-0.7393,-90.3518,26.42,92,98,1.34,EC,1676081334
142,conceicao do araguaia,-8.2578,-49.2647,26.03,71,86,0.76,BR,1676081335
143,sitka,57.0531,-135.33,3.94,65,100,6.69,US,1676081335
144,guarapari,-20.6667,-40.4975,26.05,91,91,4.04,BR,1676081336
145,mareeba,-17.0,145.4333,30.27,69,100,3.25,AU,1676081337
146,danilovka,50.3557,44.1168,-10.61,90,15,4.46,RU,1676081337
147,brae,60.3964,-1.353,8.22,81,100,9.96,GB,1676081338
148,jardim,-21.4803,-56.1381,21.88,99,100,1.67,BR,1676081338
149,shenzhen,22.5455,114.0683,22.14,87,98,3.73,CN,1676081270
150,cienfuegos,22.1461,-80.4356,24.08,78,8,2.57,CU,1676081339
151,the valley,18.217,-63.0578,25.05,68,0,9.55,AI,1676081146
152,norman wells,65.282,-126.8329,-20.39,98,100,2.34,CA,1676081233
153,leh,34.1667,77.5833,-14.65,83,99,1.16,IN,1676081340
154,atambua,-9.1061,124.8925,26.13,79,100,2.82,ID,1676081341
155,dikson,73.5069,80.5464,-16.48,95,100,5.3,RU,1676081342
156,benjamin constant,-4.3831,-70.0311,24.07,94,75,1.54,BR,1676081342
157,bethel,41.3712,-73.414,8.3,59,100,5.14,US,1676081343
158,opuwo,-18.0607,13.84,19.33,54,5,2.16,NA,1676081344
159,falam,22.9167,93.6833,14.43,43,1,1.67,MM,1676081345
160,ilulissat,69.2167,-51.1,-22.99,70,100,3.6,GL,1676081345
161,mamontovo,52.7055,81.6244,-15.51,93,100,4.36,RU,1676081346
162,vila velha,-20.3297,-40.2925,26.97,90,75,2.57,BR,1676081201
163,ribeira grande,38.5167,-28.7,14.32,82,89,0.45,PT,1676081347
164,muravlenko,63.7898,74.523,-11.78,94,99,8.0,RU,1676081347
